1609781413057	"2000"	"8"	"18"	"1642"	2	"1934"	-7	"CO"	"1973"	232	"LGA"	"IAH"	1416
1609781115755	"2000"	"11"	"3"	"957"	12	"1539"	-1	"AA"	"1238"	222	"LAX"	"ORD"	1745
1609780935050	"2000"	"3"	"26"	"822"	-3	"1134"	-7	"AA"	"1547"	192	"BOS"	"MCO"	1121
1609781428569	"2000"	"1"	"21"	"1652"	2	"1909"	6	"UA"	"1753"	257	"LGA"	"DEN"	1619
1609780988620	"2000"	"3"	"17"	"2217"	137	"54"	118	"DL"	"461"	157	"LGA"	"PBI"	1035
1609781511133	"2000"	"6"	"27"	"740"	-5	"1159"	1	"AA"	"1538"	139	"TUS"	"DFW"	813
1609781101740	"2000"	"3"	"21"	"1157"	-1	"1428"	-14	"CO"	"1453"	271	"IAH"	"SEA"	1874
1609781521140	"2000"	"1"	"12"	"925"	0	"1258"	-22	"WN"	"1027"	153	"PHX"	"STL"	1262
1609780962083	"2000"	"1"	"17"	"2313"	148	"100"	120	"WN"	"1033"	107	"BWI"	"TPA"	842
1609781047684	"2000"	"9"	"18"	"1948"	13	"2236"	6	"DL"	"2412"	168	"FLL"	"EWR"	1065
1609781596198	"2000"	"4"	"30"	"1917"	2	"114"	1	"AA"	"1042"	237	"LAX"	"ORD"	1745
1609781431571	"2000"	"5"	"18"	"2333"	173	"34"	165	"NW"	"830"	61	"MEM"	"STL"	256
1609781450585	"2000"	"11"	"2"	"908"	-7	"1039"	-13	"DL"	"343"	271	"CVG"	"SAN"	1865
1609781562175	"2000"	"1"	"28"	"1831"	83	"1944"	72	"TW"	"561"	133	"STL"	"DEN"	770
1609781564677	"2000"	"6"	"21"	"1431"	91	"1804"	102	"UA"	"914"	153	"MSY"	"IAD"	954
1609780969091	"2000"	"9"	"10"	"2130"	0	"612"	9	"AA"	"138"	342	"SJC"	"BOS"	2689
1609781612210	"2000"	"8"	"14"	"950"	-5	"1234"	2	"AS"	"507"	164	"SAN"	"SEA"	1050
1609781031167	"2000"	"12"	"7"	"1751"	96	"1955"	114	"AA"	"629"	184	"MCO"	"DFW"	984
